Entrez	Accession	Species	Gene Name
16508	Q9JJ60	Mus musculus	"potassium voltage-gated channel, Shal-related family, member 2"
67666	Q80XX3	Mus musculus	hyaluronan and proteoglycan link protein 3
67666	Q3UVT2	Mus musculus	hyaluronan and proteoglycan link protein 3
67666	Q2NLE4	Mus musculus	hyaluronan and proteoglycan link protein 3
67666	Q80WM5	Mus musculus	hyaluronan and proteoglycan link protein 3
67665	Q3TRR2	Mus musculus	dynactin 4
67665	Q3TQY2	Mus musculus	dynactin 4
67665	Q9CRP9	Mus musculus	dynactin 4
67665	Q8CBY8	Mus musculus	dynactin 4
67665	Q9D4X0	Mus musculus	dynactin 4
67665	Q923A0	Mus musculus	dynactin 4
97487	Q8CJ61	Mus musculus	CKLF-like MARVEL transmembrane domain containing 4
97487	Q8K143	Mus musculus	CKLF-like MARVEL transmembrane domain containing 4
97130	Q3V3N0	Mus musculus	expressed sequence C77080
97130	Q3U356	Mus musculus	expressed sequence C77080
97130	Q3U437	Mus musculus	expressed sequence C77080
97130	Q6ZPN9	Mus musculus	expressed sequence C77080
97130	Q8K0K8	Mus musculus	expressed sequence C77080
97130	A2A7T0	Mus musculus	expressed sequence C77080
97130	A2A7S8	Mus musculus	expressed sequence C77080
97130	A2A7S9	Mus musculus	expressed sequence C77080
16500	B0LAE2	Mus musculus	"potassium voltage gated channel, Shab-related subfamily, member 1"
16500	Q80X33	Mus musculus	"potassium voltage gated channel, Shab-related subfamily, member 1"
16500	Q03717	Mus musculus	"potassium voltage gated channel, Shab-related subfamily, member 1"
16500	Q0N2S5	Mus musculus	"potassium voltage gated channel, Shab-related subfamily, member 1"
16500	Q8K0D1	Mus musculus	"potassium voltage gated channel, Shab-related subfamily, member 1"
67064	B1ATX3	Mus musculus	chromatin modifying protein 1B; RIKEN cDNA 2610002M06 gene
67064	Q3UB77	Mus musculus	chromatin modifying protein 1B; RIKEN cDNA 2610002M06 gene
67064	Q3TJ28	Mus musculus	chromatin modifying protein 1B; RIKEN cDNA 2610002M06 gene
67064	Q99LU0	Mus musculus	chromatin modifying protein 1B; RIKEN cDNA 2610002M06 gene
67064	Q9CQD4	Mus musculus	chromatin modifying protein 1B; RIKEN cDNA 2610002M06 gene
67064	Q9CXR5	Mus musculus	chromatin modifying protein 1B; RIKEN cDNA 2610002M06 gene
170790	Q8VHK5	Mus musculus	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)
170790	Q8BLR0	Mus musculus	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)
170790	Q80U92	Mus musculus	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human)
52389	Q52KJ6	Mus musculus	G protein-coupled receptor 123
52389	Q8CC05	Mus musculus	G protein-coupled receptor 123
52389	Q80UD7	Mus musculus	G protein-coupled receptor 123
52389	Q6PHM3	Mus musculus	G protein-coupled receptor 123
52389	Q8C4G9	Mus musculus	G protein-coupled receptor 123
52389	Q76JQ1	Mus musculus	G protein-coupled receptor 123
245666	A4GZ26	Mus musculus	IQ motif and Sec7 domain 2
245666	Q5DU25	Mus musculus	IQ motif and Sec7 domain 2
26932	Q3UZJ4	Mus musculus	"protein phosphatase 2, regulatory subunit B (B56), epsilon isoform"
26932	Q3V1I5	Mus musculus	"protein phosphatase 2, regulatory subunit B (B56), epsilon isoform"
26932	A0PJ98	Mus musculus	"protein phosphatase 2, regulatory subunit B (B56), epsilon isoform"
26932	Q8C2M2	Mus musculus	"protein phosphatase 2, regulatory subunit B (B56), epsilon isoform"
26932	Q61151	Mus musculus	"protein phosphatase 2, regulatory subunit B (B56), epsilon isoform"
26932	Q571M6	Mus musculus	"protein phosphatase 2, regulatory subunit B (B56), epsilon isoform"
381353	A2AJA9	Mus musculus	predicted gene 996
381353	Q6P0A3	Mus musculus	predicted gene 996
118452	Q9CYS9	Mus musculus	"brain and acute leukemia, cytoplasmic"
118452	A9JR49	Mus musculus	"brain and acute leukemia, cytoplasmic"
118452	Q8VHV1	Mus musculus	"brain and acute leukemia, cytoplasmic"
118452	Q8VBS8	Mus musculus	"brain and acute leukemia, cytoplasmic"
26936	Q3U3E4	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q3TRS8	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q3TBR5	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q8CBS0	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q6P559	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q5SWZ7	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q5SWZ6	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	P97434	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q80YC8	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q5SWZ8	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q5SWZ3	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q8CHC7	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q5SWZ5	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q5SWZ4	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q3TC85	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q3U1Y8	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q8C8T6	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
26936	Q3TRS0	Mus musculus	myosin phosphatase Rho interacting protein; predicted gene 8086
212111	Q8BNK3	Mus musculus	inositol polyphosphate-5-phosphatase A
212111	Q7TNC9	Mus musculus	inositol polyphosphate-5-phosphatase A
212111	Q3TZT4	Mus musculus	inositol polyphosphate-5-phosphatase A
330908	Q3TYL3	Mus musculus	opioid binding protein/cell adhesion molecule-like
330908	Q8BMT5	Mus musculus	opioid binding protein/cell adhesion molecule-like
330908	Q6DFY2	Mus musculus	opioid binding protein/cell adhesion molecule-like
50762	B2KFL0	Mus musculus	F-box protein 6
50762	Q9QZN4	Mus musculus	F-box protein 6
50762	A2A7H0	Mus musculus	F-box protein 6
50762	Q3UCB0	Mus musculus	F-box protein 6
50762	Q3TML5	Mus musculus	F-box protein 6
50762	A2A7H3	Mus musculus	F-box protein 6
50762	A2A7H2	Mus musculus	F-box protein 6
50762	A2A7H1	Mus musculus	F-box protein 6
50762	B2KFL2	Mus musculus	F-box protein 6
50762	A2A7G9	Mus musculus	F-box protein 6
50767	Q3TRM4	Mus musculus	patatin-like phospholipase domain containing 6
50767	Q7TQD6	Mus musculus	patatin-like phospholipase domain containing 6
50767	Q9R114	Mus musculus	patatin-like phospholipase domain containing 6
104130	B1AV40	Mus musculus	"predicted gene 6444; NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11"
104130	O09111	Mus musculus	"predicted gene 6444; NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11"
104130	Q4VBC9	Mus musculus	"predicted gene 6444; NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11"
110935	Q66JS0	Mus musculus	"ATPase, H+ transporting, lysosomal V1 subunit B1"
110935	Q6P6I3	Mus musculus	"ATPase, H+ transporting, lysosomal V1 subunit B1"
110935	Q8C3L6	Mus musculus	"ATPase, H+ transporting, lysosomal V1 subunit B1"
110935	Q91YH6	Mus musculus	"ATPase, H+ transporting, lysosomal V1 subunit B1"
110935	Q99KA3	Mus musculus	"ATPase, H+ transporting, lysosomal V1 subunit B1"
67671	Q9JJI8	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	A2A600	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	Q641N9	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	A2A601	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	Q64292	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	Q52L97	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	P52293	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	A2A602	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
67671	Q52KP0	Mus musculus	similar to ribosomal protein L38; predicted gene 13020; ribosomal protein L38; predicted gene 4991; karyopherin (importin) alpha 2; predicted gene 9028; predicted gene 8129; predicted gene 7123; predicted gene 5832; predicted gene 10184; predicted gene 7379; predicted gene 10259
26961	P62918	Mus musculus	ribosomal protein L8; similar to 60S ribosomal protein L8
26961	P25120	Mus musculus	ribosomal protein L8; similar to 60S ribosomal protein L8
26961	Q3V288	Mus musculus	ribosomal protein L8; similar to 60S ribosomal protein L8
26961	Q9Z237	Mus musculus	ribosomal protein L8; similar to 60S ribosomal protein L8
26961	Q3THC7	Mus musculus	ribosomal protein L8; similar to 60S ribosomal protein L8
26961	Q3UJS0	Mus musculus	ribosomal protein L8; similar to 60S ribosomal protein L8
78038	Q8K1L7	Mus musculus	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
78038	Q3UPS6	Mus musculus	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
78038	Q6PD20	Mus musculus	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
78038	Q9D2F6	Mus musculus	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
78038	B2RUK5	Mus musculus	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
78038	Q3ULD5	Mus musculus	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
58244	Q9JKK1	Mus musculus	syntaxin 6
58244	Q3UA21	Mus musculus	syntaxin 6
58244	Q3TX70	Mus musculus	syntaxin 6
58244	Q4W8V2	Mus musculus	syntaxin 6
58244	Q3TR14	Mus musculus	syntaxin 6
58244	Q9D729	Mus musculus	syntaxin 6
58244	Q9D3A1	Mus musculus	syntaxin 6
28185	Q8BNI6	Mus musculus	translocase of outer mitochondrial membrane 70 homolog A (yeast)
28185	Q3TSX8	Mus musculus	translocase of outer mitochondrial membrane 70 homolog A (yeast)
28185	Q9CZW5	Mus musculus	translocase of outer mitochondrial membrane 70 homolog A (yeast)
28185	Q80TT4	Mus musculus	translocase of outer mitochondrial membrane 70 homolog A (yeast)
14394	P62812	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1"
14394	P18504	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1"
14394	Q544F7	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1"
14394	Q3URD4	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1"
14395	P26048	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2; similar to Gamma-aminobutyric-acid receptor subunit alpha-2 precursor (GABA(A) receptor subunit alpha-2)"
14395	Q8C8J1	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2; similar to Gamma-aminobutyric-acid receptor subunit alpha-2 precursor (GABA(A) receptor subunit alpha-2)"
14395	Q544G1	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2; similar to Gamma-aminobutyric-acid receptor subunit alpha-2 precursor (GABA(A) receptor subunit alpha-2)"
330914	Q811P8	Mus musculus	Rho GTPase-activating protein
330914	B9EHJ8	Mus musculus	Rho GTPase-activating protein
330914	Q6A010	Mus musculus	Rho GTPase-activating protein
330914	Q3US80	Mus musculus	Rho GTPase-activating protein
14396	P26049	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
14396	B1B015	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
14396	Q8CAB3	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
14397	Q9D6F4	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
14397	Q543Z0	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
14397	O88963	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
14397	Q3TRC7	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
14397	Q3USX9	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
14397	Q3URE7	Mus musculus	"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4"
85305	Q8C1V4	Mus musculus	similar to lysyl-tRNA synthetase; lysyl-tRNA synthetase
85305	Q8C292	Mus musculus	similar to lysyl-tRNA synthetase; lysyl-tRNA synthetase
85305	Q8CFK5	Mus musculus	similar to lysyl-tRNA synthetase; lysyl-tRNA synthetase
85305	Q3TIV6	Mus musculus	similar to lysyl-tRNA synthetase; lysyl-tRNA synthetase
85305	Q99MN1	Mus musculus	similar to lysyl-tRNA synthetase; lysyl-tRNA synthetase
85305	Q8R2P8	Mus musculus	similar to lysyl-tRNA synthetase; lysyl-tRNA synthetase
67680	Q0QEZ4	Mus musculus	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip); similar to succinate dehydrogenase Ip subunit"
67680	A2AA77	Mus musculus	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip); similar to succinate dehydrogenase Ip subunit"
67680	Q9DC91	Mus musculus	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip); similar to succinate dehydrogenase Ip subunit"
67680	Q9CQA3	Mus musculus	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip); similar to succinate dehydrogenase Ip subunit"
67680	Q3TF82	Mus musculus	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip); similar to succinate dehydrogenase Ip subunit"
67680	Q3TE45	Mus musculus	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip); similar to succinate dehydrogenase Ip subunit"
67680	Q9Z1Z5	Mus musculus	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip); similar to succinate dehydrogenase Ip subunit"
218629	Q6PGC1	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 29
218629	Q8BQJ4	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 29
218629	Q8C9B7	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 29
218629	Q8C9H9	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 29
218629	Q3TRV5	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 29
218629	Q8BN72	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 29
218629	Q8BT01	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 29
109905	Q3V3W9	Mus musculus	predicted gene 9392; similar to Raichu404X; RAS-related protein-1a
109905	P10113	Mus musculus	predicted gene 9392; similar to Raichu404X; RAS-related protein-1a
109905	Q3U7U8	Mus musculus	predicted gene 9392; similar to Raichu404X; RAS-related protein-1a
109905	P62835	Mus musculus	predicted gene 9392; similar to Raichu404X; RAS-related protein-1a
245643	Q8BXG0	Mus musculus	FERM and PDZ domain containing 3
26950	B2L107	Mus musculus	visinin-like 1
26950	P62761	Mus musculus	visinin-like 1
26950	P28677	Mus musculus	visinin-like 1
26950	P29103	Mus musculus	visinin-like 1
26950	Q9UM20	Mus musculus	visinin-like 1
26950	Q4W4C9	Mus musculus	visinin-like 1
26950	Q3TVC0	Mus musculus	visinin-like 1
26950	P42323	Mus musculus	visinin-like 1
68653	Q3TTG7	Mus musculus	sorting and assembly machinery component 50 homolog (S. cerevisiae)
68653	Q8BGH2	Mus musculus	sorting and assembly machinery component 50 homolog (S. cerevisiae)
68653	Q3TWD3	Mus musculus	sorting and assembly machinery component 50 homolog (S. cerevisiae)
68653	Q3TIL3	Mus musculus	sorting and assembly machinery component 50 homolog (S. cerevisiae)
67097	Q3U9P0	Mus musculus	ribosomal protein S10; predicted gene 9180
67097	P09900	Mus musculus	ribosomal protein S10; predicted gene 9180
67097	Q9DCR5	Mus musculus	ribosomal protein S10; predicted gene 9180
67097	P63325	Mus musculus	ribosomal protein S10; predicted gene 9180
67097	Q3UW83	Mus musculus	ribosomal protein S10; predicted gene 9180
67097	Q5M9K7	Mus musculus	ribosomal protein S10; predicted gene 9180
27050	Q3UK56	Mus musculus	ribosomal protein S3
27050	Q9D0A2	Mus musculus	ribosomal protein S3
27050	Q9CZP6	Mus musculus	ribosomal protein S3
27050	Q5YLW3	Mus musculus	ribosomal protein S3
27050	P17073	Mus musculus	ribosomal protein S3
27050	Q3UCL7	Mus musculus	ribosomal protein S3
27050	P47933	Mus musculus	ribosomal protein S3
27050	O89068	Mus musculus	ribosomal protein S3
27050	P62908	Mus musculus	ribosomal protein S3
218236	A0PJK6	Mus musculus	"family with sequence similarity 120, member A"
218236	Q3V3S0	Mus musculus	"family with sequence similarity 120, member A"
218236	B3DFJ0	Mus musculus	"family with sequence similarity 120, member A"
218236	Q7TMZ0	Mus musculus	"family with sequence similarity 120, member A"
218236	Q91Z16	Mus musculus	"family with sequence similarity 120, member A"
218236	Q6A0A9	Mus musculus	"family with sequence similarity 120, member A"
52398	Q8C1B7	Mus musculus	septin 11
52398	Q6P6I0	Mus musculus	septin 11
52398	Q5D0F0	Mus musculus	septin 11
52398	Q6P2K5	Mus musculus	septin 11
52398	Q3TC24	Mus musculus	septin 11
52398	Q3TBA0	Mus musculus	septin 11
211548	Q8K074	Mus musculus	nodal modulator 1
211548	Q6GQT9	Mus musculus	nodal modulator 1
211548	Q8BJM8	Mus musculus	nodal modulator 1
211548	Q8BLS9	Mus musculus	nodal modulator 1
211548	Q3TKZ1	Mus musculus	nodal modulator 1
211548	Q8R1I7	Mus musculus	nodal modulator 1
211548	Q8BJM1	Mus musculus	nodal modulator 1
58234	Q9JJZ3	Mus musculus	SH3/ankyrin domain gene 3
58234	Q69ZD8	Mus musculus	SH3/ankyrin domain gene 3
58234	Q4ACU6	Mus musculus	SH3/ankyrin domain gene 3
382018	Q3UHG2	Mus musculus	unc-13 homolog A (C. elegans)
382018	Q8C426	Mus musculus	unc-13 homolog A (C. elegans)
382018	Q4KUS2	Mus musculus	unc-13 homolog A (C. elegans)
382018	Q6PE14	Mus musculus	unc-13 homolog A (C. elegans)
319807	Q8CC58	Mus musculus	RIKEN cDNA 3110047P20 gene
319807	Q3UVW7	Mus musculus	RIKEN cDNA 3110047P20 gene
319807	Q8CHA7	Mus musculus	RIKEN cDNA 3110047P20 gene
319807	Q6P5U7	Mus musculus	RIKEN cDNA 3110047P20 gene
319807	Q8CC18	Mus musculus	RIKEN cDNA 3110047P20 gene
14799	Q5NBY0	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
14799	P23818	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
14799	Q9CUV0	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
14799	Q7TNB5	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
14799	Q9QXM6	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
14799	Q5SSK5	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
14799	Q5NBY1	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
14799	Q6P9M2	Mus musculus	"glutamate receptor, ionotropic, AMPA1 (alpha 1); similar to Glutamate receptor, ionotropic, AMPA1 (alpha 1)"
233489	Q8R0A9	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q3TD51	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q921L0	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q811P1	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q7M6Y3	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q570Z8	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q8VDN5	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q8CIH8	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q3TS04	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q8R3E1	Mus musculus	phosphatidylinositol binding clathrin assembly protein
233489	Q8BUF6	Mus musculus	phosphatidylinositol binding clathrin assembly protein
19283	Q99LN6	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	Q8C4M8	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	Q3URX0	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	Q9WUT8	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	B2RXS8	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	B9EKR1	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	Q8BJY4	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	Q810U6	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19283	Q3US98	Mus musculus	"protein tyrosine phosphatase, receptor type Z, polypeptide 1"
19281	Q9JLP0	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	B1AQN1	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q99M82	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q571D5	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q9JHZ0	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q99M81	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q99M80	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q9JIZ1	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q9JKC2	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
19281	Q9JIZ2	Mus musculus	"protein tyrosine phosphatase, receptor type, T"
329152	Q8BQD5	Mus musculus	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
329152	A3KPB7	Mus musculus	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
329152	Q3KNL8	Mus musculus	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
329152	Q8C956	Mus musculus	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
329152	Q8C8B5	Mus musculus	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
329152	Q6I6G8	Mus musculus	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
329152	Q6ZPU4	Mus musculus	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
19280	Q3TQ52	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q3TP78	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q63847	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q5XJV4	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q3UNN3	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q64699	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q4JFC7	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q7TT17	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q3TXC9	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q64503	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	B0V2N1	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q64494	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
19280	Q3TEC3	Mus musculus	"protein tyrosine phosphatase, receptor type, S"
50791	Q6GT88	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
50791	Q9WVQ1	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
50791	Q8CA85	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
50791	Q6R5D2	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
50791	Q80TU0	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
50791	Q8BYT1	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
50791	Q8CEH7	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
50791	Q3UH81	Mus musculus	"membrane associated guanylate kinase, WW and PDZ domain containing 2"
330267	Q3TP01	Mus musculus	"thrombospondin, type I, domain containing 7A"
330267	Q3UWV1	Mus musculus	"thrombospondin, type I, domain containing 7A"
330267	Q69ZU6	Mus musculus	"thrombospondin, type I, domain containing 7A"
319468	Q7TMU7	Mus musculus	protein phosphatase 1H (PP2C domain containing)
319468	Q3UD05	Mus musculus	protein phosphatase 1H (PP2C domain containing)
319468	Q8BYE6	Mus musculus	protein phosphatase 1H (PP2C domain containing)
319468	Q571C9	Mus musculus	protein phosphatase 1H (PP2C domain containing)
319468	Q3V3Y7	Mus musculus	protein phosphatase 1H (PP2C domain containing)
319468	Q3UYC0	Mus musculus	protein phosphatase 1H (PP2C domain containing)
319468	Q3V3H5	Mus musculus	protein phosphatase 1H (PP2C domain containing)
56013	Q9QWI6	Mus musculus	P140 gene
56013	B1AQX9	Mus musculus	P140 gene
56013	O70298	Mus musculus	P140 gene
50799	Q9DCF5	Mus musculus	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13"
50799	Q9CZF6	Mus musculus	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13"
50799	Q91YK1	Mus musculus	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13"
50799	Q8C140	Mus musculus	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13"
50799	Q9QXX4	Mus musculus	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13"
320191	Q8BW57	Mus musculus	hook homolog 3 (Drosophila)
320191	Q540A0	Mus musculus	hook homolog 3 (Drosophila)
